올리비아 뉴튼 존에게 홀딱 빠진 날들. 노래만 듣자. 별 거 없삼.,1
뮤지컬 영화는 싫지만 노래는 좋다,1
너무 느끼한 존 트라볼타. 음악도 별로에 스토리도 막장.,1
"가슴 저미는 감동..,,",1
음...뭐랄까요..전개가 막무가내식으로 밀고나가며 결국엔 결말이이상합니다. 다보고 나서 느끼는 딱 한단어 '그래서 뭐' 보고나서 남는게 없습니다. 송강호씨 주연의 변호인보다 훨씬 못합니다,1
억지스러운 전개....,1
오늘 ktx 영화칸에서 봤는데 넘 재미없음..,1
재밋냐 이거 별로같은데,1
한국말 무슨 국어책 읽냐...  답답하다 진짜,1
그냥 몰래 오키안리누나 다운받아서 보세요. 영화값이 아깝습니다. ㅜㅜ,1
..예산이 아까운 영화다...왜봣지,1
.... 한국 유학생들이 이렇게까지 대우 받아야 함?... 방사능 처먹고 할 일이 없는듯....,1
노잼임 한국어진짜못한다 ㅋㅋ,1
OOO기. ㅋㅋㅋ진짜 볼것도없고재미도없고.. 처음엔 잘 보다가 나중가선 걍 스킵스킵스킵함ㅋㅋㅋ,1
재미없음. 볼거리도 없음.,1
뭐하자는 거야...한국어도 진짜 말도 안되게 못하네..,1
골때린다 진짜 ㅋㅋㅋㅋㅋㅋ,1
한국말 못봐주겠다 책읽냐,1
'애정결핍이 두 남자에게 미치는영향' 이라는 영화랑 스토리 전개방식이 매우 유사하네...,1
이건 지능적 혐한영화. 대놓고 한국여자를 OO로 비하하고 있다. 그나저나 한국에는 K컵이 없을텐데? H컵도 여자전체의 0.001%도 안되는데 이게무슨 디스토션. 원래 평점1점감인데 오키타안리때문에 3점준다.,1
...쓰레기...,1
1점도 아깝고 한국어가 안되면 차라리 한국어씬을 찍지말든가.,1
눈물나다.,1
북조선에서 온 스파이랰ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
재미없긴한데.......걍중간에 보다가 안봤음ㅋㅋㅋ 한국어연기 대박이고ㅋㅋ,1
일단 재미 없다.밑에 있는 분들이 재미 없음은 이야기 했지만..솔직히 ...망상과 침략이라는 느낌은 없었다.차라리 우리나라 영화중에 재미없게본 애정결핍이 두 남자에게 미치는 영향 이라는 일본판 영화라는 정도...일본 배우들의 한국어 연기는 정말 과관.,1
재미없다.. 영화한편보길 침략이 어쩌거 한국 디스걸었느니 ㅉㅉ 한국영화는 죄다 9~10점줬네 매미OOㅉㅉㅉ,1
안본걸로 하고싶다,1
일본 애들은 망상과 침략 이외에는 생각이 없다고 스스로 얘기하는 영화,1
이영화 장난하나 ㅡㅡ,1
욕해도 되나??이거 한국을 디스하는 영화네.1점도 아깝네.ㅡㅡ,1
ㅋㅋㅋㅋㅋ미치겠네ㅋㅋㅋㅋㅋ,1
마에노토모야 싸우자는거냐?,1
원주율로가는거야?,1
뭐여...일본말로 하든가...그리고 설정이 왜 기분나쁘게 한국유학생이냐..재미도 없고 짜증만 나더이다..,1
4류 영화.. 정말 말이 안나온다..,1
아...이건아니야,1
일본판 송은이닮은  아들놈과  고창석닮은 아버지의  말도안되는  가족얘기 ㅋㅋ  어이없는  영화,1
일본 사람이 한국말하는데 진짜 오글거린다,1
대단한 영화다. 이렇게 만들기도 쉽지 않을듯한.,1
할말이없다..,1
나이가 들어서 그런지 유치하기만 하네. 페터슨 감독이 이런 영화도 오~,1
"당신이 어른이라면 보지 마라, 이런 영화는 추억으로만 남아야 한다",1
옛날CG영화특유의웅장함을기대했건만신비주의포스터에 속았다어른이보면 정말시간낭비,1
이작품만의 독특한색깔은 지녔지만 전체적으로 어설픈느낌.. 재미가없다,1
도데체 세상을구하겠다는데 무기를쓰면왜 안된다는거지,1
내가 나이가 아직 안돼서 공감을 못하는건지는 모르겠지만 보는내내 여주때문에 짜증만 났던 영화 주변사람하고 톰한테 피해만 주고....마지막장면은 무슨 의미가 있는건지 잘 모르겠지만 보면서 짜증났던 영화,1
재미없어도 마지막 반전만을 기대했는데 반전은 개뿔... 아무것도 없었다,1
젊은시절 베닝은 이쁘더만...,1
너무좋네요좋아요^^,1
보는 내내 시원한 청량음료가.너무 간절 했습니다.,1
인간적으로 이건 크리스마스애니메이션이 아니라 불륜애니임 아니어떻게 지 아빠가 살아있는데 집에 안온다고 당당하게 불륜을 저지르고 남편이 살아있는데 남의 자식을 낳는단게 말이되는거여??!! 진짜 화나네,1
제발 개그맨 아이돌은 목소리연기도 시키지 마라. 들을수가 없다 들을 수가...,1
이상한내용과전개...아빠는 일만하는 일중독자에 엄마는 그래서 다른남자를만나고 니코를 데려와 다른남자와 살림을차림. 어이없음 ㅡㅡ,1
볼만하다..8점짜리..그러나 쓰레기 한국어 더빙때문에 1점준다..,1
"바쁜아빠 때문에 엄마는 바람피고 애기 놓고.. 영화 끝.도대체 뭐가 감동이고, 재미가 있는지..",1
목소리때매망첬네 ㅡㅡ,1
...........,1
완전 쓰레기 영화.. 열심히일하는 아빠놔두고 바람피는 엄마사슴얘기.. 아들이랑같이 보는데 어이가없어서 정말.. 아이들이 뭘보고 느끼라고 이따구 영화를 상영하냐 돈벌레들아,1
6살아이와 봤는데 애니메이션인데 볼수록재미없어함...근데 정말 재미없었음,1
"왠만한 애니매이션은 재미있게 보는데... 러닝타임 너무 짧고, 내용이 너무 없어서... 이게 뭐야 하는 순간 영화 끝;;;;;",1
너무나도 진부하고 식상한 스토리,1
주인공들도 별루고 내용도 뻔하고,1
지금보기는 좀 아니네요..눈위에서의장면은 한번쯤은 다 봤을장면,1
남녀 주인공 비주얼도  별루 내용은 청승맞고 음악도 빌리티스가 훨씬~ 좋다...,1
음악만 좋았다 내용은 정말~~~~ 별루다  점수조절차원에서 1점,1
재미가 너무없다.가나,1
아이가 영화보다 나온건 이게 처음,1
차라리 출연시킬꺼면 트리케라톱스나 티라노사우루스 출연시키지..인기도 없는 파키리노사우루스하고 고르고사우루스를??,1
예전 다이노소어란 애니메이션의 딱 절반수준,1
유아와 함께 보심이^^,1
더빙 ㅜㅜ 최악이였네요~~~,1
대사를 빼라...대사를 빼라....,1
제가 10대거든요..근데 참 재미없네요그래도 기린광수 덕에 3점 드립니다.,1
아이가 마니 좋아합니다,1
재미진짜없다점박이가훨씬났다,1
뭐랄까..그냥 기대이하다.,1
성우들 구림. 전문성우들 많은데 아쉽네요.,1
전 개인적으로 별로였네요 아동용에 왜이리 열광하는 줄 모르겠네요,1
로잼이다ㄱㄱㄷ싖싖ㅅ,1
솔직히 캐릭터빨스토리는 그지같음,1
스토리 없고 엘사가 어떻게 초능력 가지게 됬는데?,1
디즈니의 거듭되는 퇴보,1
한 나라의 여왕이 저리 책임감 이 없다리 그리고 여왕의 동생인 사람도 처음본 왕자와 결혼을 하려고 하는 정신나간 여자임. 뭐하나 스토리의 개연성이 없으며 결말또한 정신나갔다.  진짜 씨쥐와 노래 빼곤 건질게 없는 최악의 애니메이션임,1
역대 디즈니 시리즈중에 가장 감동없고 최악이었음. 극장에서 보는 자신이 민망할정도.,1
노잼노잼노잼노잼노잼,1
진짜 뭐가 재미있단거임?노래는 괜찮은데 캐릭터가 같이 부르니깐 ㄹㅇ유치하더라 9점대의 점수가 나온게 신기하다이 정도면 평균4점은 되야할듯,1
"재미드럽게도없네 내용이이게뭐냐,, 평점이왜이리높음?ㅋㅋㅋㅋ쿠 솔직히 좋은건 노래밖에없지않나",1
교육적이지도 않고 메세지도 없고 재미도 없는 영화화가난다!,1
그나마 나았던 노래마저 초딩들과 프폭도가 망쳐논 비운의 영화. 지긋지긋한 렛잇고를 불러대는 프폭도들 때문에 노이로제 걸린다. 아직도 이게 명작이라 생각하는 사람들은 정신연령이 유치원 졸업도 못한거임.,1
완전 기대 이하,1
개인적으로는 재미없네요,1
아이다 진짜,1
뭔말인지;;;,1
잼없음...,1
"하핫...? 이게 대체 먼내용인지,,,",1
어서와 별점테러는 처음이지?,1
어서와 ! 오스트리아영화는처음이지? (저 포스트 동상의 표정),1
픽사 애니메이션을 매우 사랑하지만 이 작품은 글쎄. 이건 어른들이 보기에는 좀. 카의 번외편 수준도 안 되는 느낌. 픽사 애니메이션 중 흔하지 않은 실패작,1
애들이 보는거여서 별로 재미는 없었다.,1
멋진 그래픽과 깜찍한 캐릭터들이 흔해빠진 스토리를 만나 결국 어린이 전용 애니메이션으로 전락하고야 만다!,1
아무런 감흥없는 어설픈 우려먹기,1
ㅋㅋㅋ 3류영화네 유딩전용,1
만화영화에서는느낄수없는,1
"네이버 평점/리뷰는 정말 알바들이 쓰는건가 ? 여기 있는 평점/리뷰 보고  봤는데 정말 영화 별로더라. 미도, 감동도 아무것도 없는 영화 그냥 그림만 괜찮게 그려놓은 영화. 보실 분들 참고하세요. 왜 빵점은 없는거야?",1
어.. 왜 더빙이냐고 다...ㅠㅜ,1
쓰레잌ㅋㅋㅋ 영화 알바 좇되랔ㅋ,1
"유치한 스토리는 참아보겠지만, 그보다 더 괴로운 테러급 더빙. 니모를찾아서를 닮고자 한, 아동판 원더풀데이즈.",1
"그냥 꼬마들이나 봐라,,,",1
"진짜, 상어, 코델리아는 더빙 졸라 못하더라. 진심.",1
제발 연예인 더빙 사라져라,1
트로이랑 코딜리아목소리 진짜 미스캐스팅이었음,1
솔직히 까고 말할께. 니모로 부터 시작되서 바다이야기 나오는 애니는 수십번을 봐왔어.이제 그만 나올 때도 됐잖아.그리고 제목이 '파이이야기'인거... 'LIFE OF PI'랑 같이 뜨고 싶어서 그런거지?,1
OO 상어가 동네북이냐. 역사상으로 따지면 3억년 가까이 바다를 휘어잡았는데,1
에휴...,1
쓰레기 한국어더빙.. 때문에 1점이다..,1
"더빙 정말 최악이다. 안어울리는 목소리에, 발연기,, 정말 최악의 더빙.. 듣기가 싫다. 오그라들어..",1
7광구가 더 나아요~~,1
ㅠㅠ보다잤어요ㅠㅠ,1
ㄱㄱ,1
아르바이트가 존재한다는 느낌을 지울 수 없는 영화입니다. 20년전 영상미를 보여주는 영화 시종일관 지루했습니다! 중간에 나가는 아이들도 몇 몇 있더군요.,1
도가 지나치게 재미없다,1
스마트폰으로 내가 만들어도 이것보단 잘만들겠다 ㅡㅡ;;ㅋ,1
제점수는요 1점입니다,1
이게뭐고 영화가 보다가짜증나사못보겠더라,1
영채가 나와도 tv 전기세는 아깝더라...,1
이게뭐지 도데체가,1
시간낭비. 지루함. 도대체 뭘 본건지 모르겠음.짱나.재미없음.오죽하면 로그인했을까......아......짱나.아.ㅉㄴㅉㄴㅉㄴㅉㄴㅉㄴㅉㄴㅉㄴㅉㄴㅉㄴㅉㄴㅉㄴ,1
쓰레기라는 말 써주려고 로그인까지했다. 정말 멘탈이 썪어가는 기분이다빵점주고 싶은데 빵점을 못주게되있어서 1점준다,1
이 영화가 주는 교훈은 뭘까.. 저토록 찌질한 남자를 놓지 않는 여자 또한 정상은 아닌 것 같다.,1
재미읎네 ㅋㅋ,1
와...저런 찌질한 남자에게도 여자가 관심을 갖는다는거에 희망을 갖는다 쩝,1
욕때문에 더러워서 꺼버린 영화,1
별주기도 아까운 영화......................솔직하다 못해 저질 스러운 영화,1
완전 재미없음,1
드라마스페셜 보듯..,1
줄거리와 내용이다르다...어지럽고 연기도 화면도 시트콤찍냐?,1
이도 저도 아닌 어중간한걸 본 느낌 ...,1
진짜 연기못하는것들 모아다가 뭘 찍는지...,1
한심스럽다,1
동닷에나와서봤는데 글쎄..,1
이건 대체 뭐냐.. 내가 뭘본거냐,1
공짜포인트로 다운받아 잘봤다. tv단막극만도못한 요런걸 영화랍시구 내놓으면 누가 돈주고보니? 실없는 말장난이나 대사랍시고 너저분 산만 퀄리티가 넘떨어지네..,1
도대체 뭘 어쩌자는 거지?,1
이렇게 재미없는거 처음봄....자연다큐가 더 재밌겠다,1
"전개 방식이 독특해서 2점. 그걸 빼고나면 습작수준. 더불어, 의도가 뭐였건 여성의 순결에 집착하는 모습은 풍자를 넘어 참고보기 힘들정도다",1
다봤는데 속사정은 언제알려주나요,1
제목부터가 참,1
에휴...뭔 넘의 군더더기가 이렇게 많냐 ㅉㅉ,1
제목바라 ㅋ ㅋ 일본애니 제목 교묘하게 바꿨네겨우 저정도 제목을 표절하나 이 쓰렉기 제작자야,1
한국 영화계가 어느 정도로 타락했는지 참으로 잘 보여주는 영화이다. 세 명의 남성중 누가 이 여자와 관계를 갖는가? 이것은 세상을 타락시키고 사람들의 무의식속에 음란을 즐기도록 인식을심는 영화이지 인간의 고귀함이나 순결의 가치등은 조금도 찾아볼수없다,1
"솔까 돈주고 보기엔 아깝다.     집중해서 보지 않으면 내용이 너무 산만하게 설정되어 있는 느낌이 있고,,      유독 한명이 너무 찌질해서 내용이 너무 질려버리는 경향이 있음..  장점이라면 그남자덕에 나의 어린시절을 되돌아 보게 되었다는 정",1
일단 화질부터 개 망 에로비디오 수준의 화면질구성,1
제목 표절 안하고 만들순 없나?,1
"차라리 애니 그 남자ㅡ그 여자의 사정을 한번 더 보고 만다...이토록 창의력없는 제목에 걸맞지 않는,제법 매력 통통튀는 여배우.그러나 나는,네모토 하루미같은 거유 타입을 좋아하므로,별 관심 없음.수정이는,정답입니다~의 수정이나,여배우 임수정이 제일이지",1
최악 보다가중간에나옴,1
재미 더럽게없네 2점부터 점수준거 매미OO,1
예전에 봤을 때는 그냥 신선했는데 지금 다시 보니 유치함의 극치..,1
건질 거라곤 주제가밖에,1
유치하고 지루하고 진부하다,1
이미 머쉬멜로우 맨이 나온다는 설정 자체가 엉터리.,1
해롤드스미스는젊었을때크리스찬베일닮앗네너무오래된영화라지루하고거의우뢰매수준,1
꽝,1
머가 재미 있다는건지 혐오스러운 음식 케릭터기승전결없는 스토리 시간이 아깝다 진짜 일베충 평점보고 속았다,1
솔직히... 쓰레기...,1
소니에서 만든 애니매이션은 예외없이 산만하고 실망스럽네..,1
전편보다 별로임. 완전노잼.끝까지 보는게 벌스는 수준....돈아까움,1
음식들이 귀엽지 않고 혐오스러웠다외국인이 번데기 음식 보면 이런 기분일테지...스토리도 너무 평이해서 매력없음,1
유치해서 못봐주겠음.. 1두 유치찬란 했지만.... 얘들 만화니 참아야지,1
애들조차 재미없다고 할정도로 졸작이었다.그래픽이나 특수효과와는 무관하게 내용이 너무 유치하다. 애들 수준을 너무 낮게 잡은거 아닌가?,1
유치원에서 초등저학년이 보면 좋아할 듯.,1
기대이하였다.. 애니메이션의 한계,1
...!..!...,1
비맞아서 여주 OOO보이던데 왜12세에요??ㅋㅋ,1
왜 별 0개는 없는거죠? 유플릭스로 봣는데 평점 1이 되어잇길래 살짝 불안햇는데 초반에 해일이 자동차 덮치는 장면 CG보고선 딱 감이 왓음 ㅠㅠ 살다 살다 이런 영화 처음임 ㅠㅠ,1
늬들이 잘못봐놓고 올레tv탓하지마;,1
"최악이다....,....",1
"최악,  1점도  아까운  영화",1
영화부류. Sf.판타지 ㅋㅋㅋ 판타지소설을 모티브로한 판탄지내용을 첨부한 말그대로 판타지영화,1
쓰레기 영화. 보지마세요,1
졸라재밋네 올레티비 돈내나라,1
노아는 무슨 찟긴데는 은박지 꾸겨놓고 아주 최악의 영화임.내 4000원!!!고치는건 불빛으로 하나 건드리고 다 고침...뭐지,1
"내 생애 최고의 영화, 추천 안합니다.",1
절대 안보시는것이 ..ㅠㅠ,1
예고편만으로 영화가 보인다.,1
진심 왜만든 영화냐 그냥 내려라,1
ㅠ 1점도 아깝다 진짜 ㅠㅠ   솔직히 내 점수는 0.01 최악의 영화,1
Btv가 나한테 똥을줬어 똥을줬다고ㅡㅡ,1
완전쓰레기영화임 그래픽 다 티남 노아 볼 시간에 목욕 하고  세 수하고 자는게남,1
역시 사이비종교인이 만든 영화와 하나님이 만든 영화의 차이는 여기서 나타나는 듯 노아는 쓰레기 영화.. 내용도 성경과 무관함,1
평점 보고봤어야 하는데  저만 느끼는게 아니네요.. 정말 허접스런 CG ㅋㅋ,1
진짜 영화좋아해서 봣던거30번도더넘게보는편인데...  이건뭐..정말시간낭비..내와인낭비..(영화보면서 와인마시는거좋아해서~^^) 일단 영상.그래픽티팍팍그리고 그 사각턱진여자 연기 ㅎㄷㄷ..내평생에이런영화는첨임~ 2012따라하고파안달인데 새발에피도안됨,1
와 살다살다 이렇게질떨어진 허접나부랭이를봣나.이딴걸 인기영화라고올려논 올레티비 양아치짓보소,1
올레티비로 보구있다.보다가 어처구니없어서 평점보러왔다.아~c 쓰레기네..,1
이게무슨영화에요ㅋㅋCG개떡같이해놈ㅋㅋㅋㅋ이거진심보지마세요돈아까워요,1
이걸 영화라고나참어이가없어 내가본영화들중에 가장최악이거  올레tv이걸인기영화라고  돈만 빼먹는놈들내8000천원 어캐할거임?  어떠게1960년대 영화보다못하냐?배우들도 연기가 어설프고 실망입니다.,1
낚인건가 말만 노아구나,1
열받네 올레티비....장난하나,1
별 ㅈㄴ아까움 0점 없음?,1
노아 짝퉁 아 정말짜증나 만화영화도 이보단 낫겠다...,1
최악의쓰레기영화.아 짜증..,1
스카이에서 하길래 볼라고했거든 근데 혹시나 재미없으면 어쩌나했는데 ㅋㅋㅋ안보길잘햇다 휴 ㅋ,1
어이~~쿡TV 양반들~~^^ 내 돈 돌리도 씨 부 럴....3류도 이런 3류가 있나..인기영화라고???완전 3류 에로영화보다도 못하네..혹시 느그들 빵 좋아하냐??죽 빵 한대씩 줄까?,1
하하하하.... 시대에 뒤떨어지는 CG 배역들.. 다.. 완젼 저급영화... 시작부터 CG를 발로 했네 ㅋㅋ 아...,1
진짜 완전 쓰레기영화ㅡㅡ 연기도 드럽게 못하고 CG도 어설프고 모든게 최악임,1
"별하나도 아까울 영화임 처음부터 너무 이상해서 검색해보니 낚인거네 ㅠㅠ 영화제목잘확인해보고 영화봅시다 4,000원아깝다",1
아 별점도 주기 아깝네 아놔 연기초딩도 아니고 보다가 코미디인가 착각했네  kt왜 이걸 인기에 올린거냐 아 돈아까워 이런연기 나도 하겠다,1
아놔 올레티비 결제해서 보고 있는데 무표정으로 보고 있음 ㅋㅋㅋ 너무 기댈 한것도 있지만 이건 뭐...왜 평점부터 찾아보지 않았나 후회하고 있음 ..이게 인기영화라고????이런 못된 올레티비 같으니라고!!!!,1
ㅋㅋㅋㅋ미치겠다진짴ㅋㅋㅋ 노아의방주 그건줄알고 노아 제목만보고 결제햇는데 망할..낚였네ㅜㅜ 아 잿이똥도 읍당ㅜㅜㅡ,1
스토리를 지멋대로 만들면서 이렇게 재미없게 만드니? 노아가 살인자야..ㅋㅋㅋㅋ,1
사천원 날릴뻔했네요 희생하신분들 감사합니다ㅋㅋ,1
올레티비 비티비등 보실때는 반드시 평점확인을 해야함을 깨달으실꺼에요^^,1
올레순위 8위라니 기적이다.나도 영화 하나 찍어야 겠네..명량: 겨울병정,1
와어이없어서말도안나오냌ㅋㄱㄲㄱ자다가물따귀맞은기분ㅋㄱㅋ별점1개도사치다ㅋㄲ,1
내 생애 가장 허접한 영화가 아닐까 싶다.,1
이거 별  빵게 없냐??올레 한테 돈 기부 했다이 돈 먹고 고객만족 좀 시켜라이딴 영화 탑에 올리지 마라내가 봤을땐 탑3였는데 이젠 탑2됬더랔ㅋ,1
그냥 안보는게 이득 ...,1
주겨버리거써...진짜 짜증..1일부터40일까지 계속 재미없이 40일까지 갑니다..이렇게 길고 재미없는 영화처음 봄 내돈내놔..영화보다 다 잠들었음,1
돈내고보기아깝네..옛날에만든영화인줄,1
별점하나주기도아깝네요,1
돈아깝구 시간아깝네6~70년대 그래픽에 배우들 연기두 그렇구심형래가 백배낳네,1
보다가 스킵했음 말로 떼우는 연극보는거같네  잘못클릭해서 돈날렸네 내 3500 원 100원도아깝다,1
야이 올레티비 진짜 이런식으로 사기치냐이러다 한방에 훅간다 아오 진짜,1
개노잼 비가완전이상하케옴보지마요,1
당황스럽군;;;올레tv 나도 낚였고 / 공짜라고 해도 화내면서 안 볼 / 미취학아동용 / KT 쓰레기!! /,1
아..진짜 러셀크로우 나오는 영화인줄..낚였네요ㅠㅠ,1
아 OO 로그인 해보긴 첨이네 ㅡㅡ 이게 왜 2위??,1
올래티비 낚이지마세요짜증 납니다 ㅜㅜ,1
완전 저질이네요 이런b급 영화는 만들지 마시길...,1
CG는 물론 내용까지 말도안나옴 대박임 그냥 그림판으로 만든 영화인듯 태풍부는데 햇빛은 왜이리찜 몸은 하나도 안젖고 비오는 효과는 왜이리 허접 인류멸망할지 모른다는데 연기자들은 긴장감제로 진짜 내생에 이런영화 처음봄 집중이안됨 ㅠㅠ 아 발연기,1
올레티비로 봣는데 제대로 낚엿네요 씨지가 80년대 만화수준이고 태풍이불어서 나무가 뽑히는데 헬기는 한치의 흔들림도 없고 사람들의 머리는 젖지도 않고 왁스 발라져잇어요 ㅎㅎㅎ 아 바닥도 안젖더군 ㅎㅋㅋㅋ이게 무슨 영화여,1
OO쓰레기 3류 졸작영화 이씨발 것 볼 86분에 발닦고 쳐자는게 낫다.,1
옛다~~감독아4천원 적선한셈 친다.,1
이세상 에서 최악의 영화...,1
"헐^^""내살다살다 이런허접한영화는 처음~~화가다나네~이런 욕이막....짜증나짜증나",1
